date,post_id,periods,amount
2020/11/04,A,18,186
2020/11/04,A,19,908
2020/11/04,A,20,1248
2020/11/04,A,21,1392
2020/11/04,A,22,1393
2020/11/04,A,23,1295
2020/11/04,A,24,1057
2020/11/04,A,25,832
2020/11/04,A,26,800
2020/11/04,A,27,832
2020/11/04,A,28,937
2020/11/04,A,29,1117
2020/11/04,A,30,1325
2020/11/04,A,31,1354
2020/11/04,A,32,1298
2020/11/04,A,33,1195
2020/11/04,A,34,868
2020/11/04,A,35,330
2020/11/04,A,36,63
2020/11/04,A,37,0
2020/11/04,A,38,0
2020/11/04,A,39,0
2020/11/04,A,40,0
2020/11/04,A,41,0
2020/11/04,A,42,0
2020/11/04,A,43,0
2020/11/04,A,44,0
2020/11/04,A,45,0
2020/11/04,A,46,0
2020/11/04,A,47,0
2020/11/04,A,48,0
2020/11/04,B,1,0
2020/11/04,B,2,0
2020/11/04,B,3,0
2020/11/04,B,4,0
2020/11/04,B,5,0
2020/11/04,B,6,0
2020/11/04,B,7,0
2020/11/04,B,8,0
2020/11/04,B,9,0
2020/11/04,B,10,0
2020/11/04,B,11,0
2020/11/04,B,12,0
2020/11/04,B,13,0
2020/11/04,B,14,0
2020/11/04,B,15,1
2020/11/04,B,16,3
2020/11/04,B,17,2
2020/11/04,B,18,36
2020/11/04,B,19,73
2020/11/04,B,20,128
2020/11/04,B,21,132
2020/11/04,B,22,135
2020/11/04,B,23,150
2020/11/04,B,24,137
2020/11/04,B,25,71
2020/11/04,B,26,43
2020/11/04,B,27,46
2020/11/04,B,28,110
2020/11/04,B,29,165
2020/11/04,B,30,182
2020/11/04,B,31,195
2020/11/04,B,32,203
2020/11/04,B,33,197
2020/11/04,B,34,169
2020/11/04,B,35,106
2020/11/04,B,36,46
2020/11/04,B,37,18
2020/11/04,B,38,6
2020/11/04,B,39,0
2020/11/04,B,40,0
2020/11/04,B,41,0
2020/11/04,B,42,0
2020/11/04,B,43,0
2020/11/04,B,44,0
2020/11/04,B,45,0
2020/11/04,B,46,0
2020/11/04,B,47,0
2020/11/04,B,48,0
2020/11/05,A,1,0
2020/11/05,A,2,0
2020/11/05,A,3,0
2020/11/05,A,4,0
2020/11/05,A,5,0
2020/11/05,A,6,0
2020/11/05,A,7,0
2020/11/05,A,8,0
2020/11/05,A,9,0
2020/11/05,A,10,0
2020/11/05,A,11,0
2020/11/05,A,12,0
2020/11/05,A,13,0
2020/11/05,A,14,1
2020/11/05,A,15,0
2020/11/05,A,16,2
2020/11/05,A,17,3
2020/11/05,A,18,192
2020/11/05,A,19,987
2020/11/05,A,20,1247
2020/11/05,A,21,1316
2020/11/05,A,22,1313
2020/11/05,A,23,1302
2020/11/05,A,24,1028
2020/11/05,A,25,850
2020/11/05,A,26,823
2020/11/05,A,27,834
2020/11/05,A,28,976
2020/11/05,A,29,1166
2020/11/05,A,30,1316
2020/11/05,A,31,1335
2020/11/05,A,32,1332
2020/11/05,A,33,1191
2020/11/05,A,34,921
2020/11/05,A,35,356
2020/11/05,A,36,64
2020/11/05,A,37,0
2020/11/05,A,38,0
2020/11/05,A,39,0
2020/11/05,A,40,0
2020/11/05,A,41,0
2020/11/05,A,42,0
2020/11/05,A,43,0
2020/11/05,A,44,0
2020/11/05,A,45,0
2020/11/05,A,46,0
2020/11/05,A,47,0
2020/11/05,A,48,0
2020/11/05,B,1,0
2020/11/05,B,2,0
2020/11/05,B,3,0
2020/11/05,B,4,0
2020/11/05,B,5,0
2020/11/05,B,6,0
2020/11/05,B,7,0
2020/11/05,B,8,0
2020/11/05,B,9,0
2020/11/05,B,10,0
2020/11/05,B,11,0
2020/11/05,B,12,0
2020/11/05,B,13,1
2020/11/05,B,14,0
2020/11/05,B,15,2
2020/11/05,B,16,4
2020/11/05,B,17,6
2020/11/05,B,18,42
2020/11/05,B,19,86
2020/11/05,B,20,143
2020/11/05,B,21,148
2020/11/05,B,22,155
2020/11/05,B,23,178
2020/11/05,B,24,152
2020/11/05,B,25,75
2020/11/05,B,26,46
2020/11/05,B,27,48
2020/11/05,B,28,129
2020/11/05,B,29,185
2020/11/05,B,30,193
2020/11/05,B,31,217
2020/11/05,B,32,237
2020/11/05,B,33,235
2020/11/05,B,34,189
2020/11/05,B,35,127
2020/11/05,B,36,60
2020/11/05,B,37,22
2020/11/05,B,38,7
2020/11/05,B,39,1
2020/11/05,B,40,0
2020/11/05,B,41,0
2020/11/05,B,42,0
2020/11/05,B,43,0
2020/11/05,B,44,0
2020/11/05,B,45,0
2020/11/05,B,46,0
2020/11/05,B,47,0
2020/11/05,B,48,0
2020/11/06,A,1,0
2020/11/06,A,2,0
2020/11/06,A,3,0
2020/11/06,A,4,0
2020/11/06,A,5,0
2020/11/06,A,6,0
2020/11/06,A,7,0
2020/11/06,A,8,0
2020/11/06,A,9,0
2020/11/06,A,10,0
2020/11/06,A,11,0
2020/11/06,A,12,0
2020/11/06,A,13,0
2020/11/06,A,14,0
2020/11/06,A,15,0
2020/11/06,A,16,0
2020/11/06,A,17,0
2020/11/06,A,18,156
2020/11/06,A,19,1015
2020/11/06,A,20,1332
2020/11/06,A,21,1484
2020/11/06,A,22,1482
2020/11/06,A,23,1347
2020/11/06,A,24,1139
2020/11/06,A,25,939
2020/11/06,A,26,837
2020/11/06,A,27,850
2020/11/06,A,28,977
2020/11/06,A,29,1202
2020/11/06,A,30,1336
2020/11/06,A,31,1385
2020/11/06,A,32,1424
2020/11/06,A,33,1292
2020/11/06,A,34,970
2020/11/06,A,35,375
2020/11/06,A,36,57
2020/11/06,A,37,0
2020/11/06,A,38,0
2020/11/06,A,39,0
2020/11/06,A,40,0
2020/11/06,A,41,0
2020/11/06,A,42,0
2020/11/06,A,43,0
2020/11/06,A,44,0
2020/11/06,A,45,0
2020/11/06,A,46,0
2020/11/06,A,47,0
2020/11/06,A,48,0
2020/11/06,B,1,0
2020/11/06,B,2,0
2020/11/06,B,3,0
2020/11/06,B,4,0
2020/11/06,B,5,0
2020/11/06,B,6,0
2020/11/06,B,7,0
2020/11/06,B,8,0
2020/11/06,B,9,0
2020/11/06,B,10,0
2020/11/06,B,11,0
2020/11/06,B,12,0
2020/11/06,B,13,1
2020/11/06,B,14,1
2020/11/06,B,15,1
2020/11/06,B,16,3
2020/11/06,B,17,5
2020/11/06,B,18,41
2020/11/06,B,19,86
2020/11/06,B,20,146
2020/11/06,B,21,162
2020/11/06,B,22,164
2020/11/06,B,23,188
2020/11/06,B,24,169
2020/11/06,B,25,81
2020/11/06,B,26,50
2020/11/06,B,27,56
2020/11/06,B,28,138
2020/11/06,B,29,210
2020/11/06,B,30,217
2020/11/06,B,31,236
2020/11/06,B,32,244
2020/11/06,B,33,239
2020/11/06,B,34,210
2020/11/06,B,35,143
2020/11/06,B,36,75
2020/11/06,B,37,21
2020/11/06,B,38,7
2020/11/06,B,39,1
2020/11/06,B,40,0
2020/11/06,B,41,0
2020/11/06,B,42,0
2020/11/06,B,43,0
2020/11/06,B,44,0
2020/11/06,B,45,0
2020/11/06,B,46,0
2020/11/06,B,47,0
2020/11/06,B,48,0
2020/11/07,A,1,0
2020/11/07,A,2,0
2020/11/07,A,3,0
2020/11/07,A,4,0
2020/11/07,A,5,0
2020/11/07,A,6,0
2020/11/07,A,7,0
2020/11/07,A,8,0
2020/11/07,A,9,0
2020/11/07,A,10,0
2020/11/07,A,11,0
2020/11/07,A,12,0
2020/11/07,A,13,0
2020/11/07,A,14,0
2020/11/07,A,15,0
2020/11/07,A,16,1
2020/11/07,A,17,0
2020/11/07,A,18,68
2020/11/07,A,19,370
2020/11/07,A,20,531
2020/11/07,A,21,669
2020/11/07,A,22,679
2020/11/07,A,23,656
2020/11/07,A,24,522
2020/11/07,A,25,437
2020/11/07,A,26,387
2020/11/07,A,27,415
2020/11/07,A,28,507
2020/11/07,A,29,567
2020/11/07,A,30,618
2020/11/07,A,31,617
2020/11/07,A,32,632
2020/11/07,A,33,480
2020/11/07,A,34,294
2020/11/07,A,35,83
2020/11/07,A,36,7
2020/11/07,A,37,0
2020/11/07,A,38,0
2020/11/07,A,39,0
2020/11/07,A,40,0
2020/11/07,A,41,0
2020/11/07,A,42,0
2020/11/07,A,43,0
2020/11/07,A,44,0
2020/11/07,A,45,0
2020/11/07,A,46,0
2020/11/07,A,47,0
2020/11/07,A,48,0
2020/11/07,B,1,0
2020/11/07,B,2,0
2020/11/07,B,3,0
2020/11/07,B,4,0
2020/11/07,B,5,0
2020/11/07,B,6,0
2020/11/07,B,7,0
2020/11/07,B,8,0
2020/11/07,B,9,0
2020/11/07,B,10,0
2020/11/07,B,11,0
2020/11/07,B,12,0
2020/11/07,B,13,0
2020/11/07,B,14,0
2020/11/07,B,15,0
2020/11/07,B,16,0
2020/11/07,B,17,0
2020/11/07,B,18,0
2020/11/07,B,19,0
2020/11/07,B,20,0
2020/11/07,B,21,0
2020/11/07,B,22,0
2020/11/07,B,23,0
2020/11/07,B,24,0
2020/11/07,B,25,0
2020/11/07,B,26,0
2020/11/07,B,27,0
2020/11/07,B,28,0
2020/11/07,B,29,0
2020/11/07,B,30,0
2020/11/07,B,31,0
2020/11/07,B,32,0
2020/11/07,B,33,0
2020/11/07,B,34,0
2020/11/07,B,35,0
2020/11/07,B,36,0
2020/11/07,B,37,0
2020/11/07,B,38,0
2020/11/07,B,39,0
2020/11/07,B,40,0
2020/11/07,B,41,0
2020/11/07,B,42,0
2020/11/07,B,43,0
2020/11/07,B,44,0
2020/11/07,B,45,0
2020/11/07,B,46,0
2020/11/07,B,47,0
2020/11/07,B,48,0
2020/11/08,A,1,0
2020/11/08,A,2,0
2020/11/08,A,3,0
2020/11/08,A,4,0
2020/11/08,A,5,0
2020/11/08,A,6,0
2020/11/08,A,7,0
2020/11/08,A,8,0
2020/11/08,A,9,0
2020/11/08,A,10,0
2020/11/08,A,11,0
2020/11/08,A,12,0
2020/11/08,A,13,0
2020/11/08,A,14,0
2020/11/08,A,15,0
2020/11/08,A,16,0
2020/11/08,A,17,0
2020/11/08,A,18,36
2020/11/08,A,19,291
2020/11/08,A,20,422
2020/11/08,A,21,521
2020/11/08,A,22,576
2020/11/08,A,23,537
2020/11/08,A,24,445
2020/11/08,A,25,355
2020/11/08,A,26,349
2020/11/08,A,27,359
2020/11/08,A,28,404
2020/11/08,A,29,464
2020/11/08,A,30,516
2020/11/08,A,31,517
2020/11/08,A,32,491
2020/11/08,A,33,393
2020/11/08,A,34,255
2020/11/08,A,35,71
2020/11/08,A,36,2
2020/11/08,A,37,0
2020/11/08,A,38,0
2020/11/08,A,39,0
2020/11/08,A,40,0
2020/11/08,A,41,0
2020/11/08,A,42,0
2020/11/08,A,43,0
2020/11/08,A,44,0
2020/11/08,A,45,0
2020/11/08,A,46,0
2020/11/08,A,47,0
2020/11/08,A,48,0
2020/11/08,B,1,0
2020/11/08,B,2,0
2020/11/08,B,3,0
2020/11/08,B,4,0
2020/11/08,B,5,0
2020/11/08,B,6,0
2020/11/08,B,7,0
2020/11/08,B,8,0
2020/11/08,B,9,0
2020/11/08,B,10,0
2020/11/08,B,11,0
2020/11/08,B,12,0
2020/11/08,B,13,0
2020/11/08,B,14,0
2020/11/08,B,15,0
2020/11/08,B,16,0
2020/11/08,B,17,0
2020/11/08,B,18,0
2020/11/08,B,19,0
2020/11/08,B,20,0
2020/11/08,B,21,0
2020/11/08,B,22,0
2020/11/08,B,23,0
2020/11/08,B,24,0
2020/11/08,B,25,0
2020/11/08,B,26,0
2020/11/08,B,27,0
2020/11/08,B,28,0
2020/11/08,B,29,0
2020/11/08,B,30,0
2020/11/08,B,31,0
2020/11/08,B,32,0
2020/11/08,B,33,0
2020/11/08,B,34,0
2020/11/08,B,35,0
2020/11/08,B,36,0
2020/11/08,B,37,0
2020/11/08,B,38,0
2020/11/08,B,39,0
2020/11/08,B,40,0
2020/11/08,B,41,0
2020/11/08,B,42,0
2020/11/08,B,43,0
2020/11/08,B,44,0
2020/11/08,B,45,0
2020/11/08,B,46,0
2020/11/08,B,47,0
2020/11/08,B,48,0
2020/11/09,A,1,0
2020/11/09,A,2,0
2020/11/09,A,3,0
2020/11/09,A,4,0
2020/11/09,A,5,0
2020/11/09,A,6,0
2020/11/09,A,7,0
2020/11/09,A,8,0
2020/11/09,A,9,0
2020/11/09,A,10,0
2020/11/09,A,11,0
2020/11/09,A,12,0
2020/11/09,A,13,0
2020/11/09,A,14,0
2020/11/09,A,15,0
2020/11/09,A,16,0
2020/11/09,A,17,0
2020/11/09,A,18,193
2020/11/09,A,19,1002
2020/11/09,A,20,1259
2020/11/09,A,21,1389
2020/11/09,A,22,1418
2020/11/09,A,23,1373
2020/11/09,A,24,1172
2020/11/09,A,25,953
2020/11/09,A,26,908
2020/11/09,A,27,875
2020/11/09,A,28,991
2020/11/09,A,29,1236
2020/11/09,A,30,1427
2020/11/09,A,31,1462
2020/11/09,A,32,1460
2020/11/09,A,33,1314
2020/11/09,A,34,1004
2020/11/09,A,35,396
2020/11/09,A,36,66
2020/11/09,A,37,0
2020/11/09,A,38,0
2020/11/09,A,39,0
2020/11/09,A,40,0
2020/11/09,A,41,0
2020/11/09,A,42,0
2020/11/09,A,43,0
2020/11/09,A,44,0
2020/11/09,A,45,0
2020/11/09,A,46,0
2020/11/09,A,47,0
2020/11/09,A,48,0
2020/11/09,B,1,0
2020/11/09,B,2,0
2020/11/09,B,3,0
2020/11/09,B,4,0
2020/11/09,B,5,0
2020/11/09,B,6,0
2020/11/09,B,7,0
2020/11/09,B,8,0
2020/11/09,B,9,0
2020/11/09,B,10,0
2020/11/09,B,11,0
2020/11/09,B,12,0
2020/11/09,B,13,0
2020/11/09,B,14,0
2020/11/09,B,15,2
2020/11/09,B,16,2
2020/11/09,B,17,6
2020/11/09,B,18,42
2020/11/09,B,19,80
2020/11/09,B,20,136
2020/11/09,B,21,159
2020/11/09,B,22,161
2020/11/09,B,23,175
2020/11/09,B,24,160
2020/11/09,B,25,78
2020/11/09,B,26,47
2020/11/09,B,27,50
2020/11/09,B,28,131
2020/11/09,B,29,210
2020/11/09,B,30,217
2020/11/09,B,31,229
2020/11/09,B,32,245
2020/11/09,B,33,244
2020/11/09,B,34,206
2020/11/09,B,35,134
2020/11/09,B,36,70
2020/11/09,B,37,23
2020/11/09,B,38,8
2020/11/09,B,39,1
2020/11/09,B,40,0
2020/11/09,B,41,0
2020/11/09,B,42,0
2020/11/09,B,43,0
2020/11/09,B,44,0
2020/11/09,B,45,0
2020/11/09,B,46,0
2020/11/09,B,47,0
2020/11/09,B,48,0
2020/11/10,A,1,0
2020/11/10,A,2,0
2020/11/10,A,3,0
2020/11/10,A,4,0
2020/11/10,A,5,0
2020/11/10,A,6,0
2020/11/10,A,7,0
2020/11/10,A,8,0
2020/11/10,A,9,0
2020/11/10,A,10,0
2020/11/10,A,11,0
2020/11/10,A,12,0
2020/11/10,A,13,0
2020/11/10,A,14,0
2020/11/10,A,15,0
2020/11/10,A,16,0
2020/11/10,A,17,0
2020/11/10,A,18,211
2020/11/10,A,19,1073
2020/11/10,A,20,1403
2020/11/10,A,21,1507
2020/11/10,A,22,1558
2020/11/10,A,23,1448
2020/11/10,A,24,1232
2020/11/10,A,25,976
2020/11/10,A,26,976
2020/11/10,A,27,940
2020/11/10,A,28,1059
2020/11/10,A,29,1257
2020/11/10,A,30,1412
2020/11/10,A,31,1433
2020/11/10,A,32,1425
2020/11/10,A,33,1264
2020/11/10,A,34,960
2020/11/10,A,35,390
2020/11/10,A,36,67
2020/11/10,A,37,0
2020/11/10,A,38,0
2020/11/10,A,39,0
2020/11/10,A,40,0
2020/11/10,A,41,0
2020/11/10,A,42,0
2020/11/10,A,43,0
2020/11/10,A,44,0
2020/11/10,A,45,0
2020/11/10,A,46,0
2020/11/10,A,47,0
2020/11/10,A,48,0
2020/11/10,B,1,0
2020/11/10,B,2,0
2020/11/10,B,3,0
2020/11/10,B,4,0
2020/11/10,B,5,0
2020/11/10,B,6,0
2020/11/10,B,7,0
2020/11/10,B,8,0
2020/11/10,B,9,0
2020/11/10,B,10,0
2020/11/10,B,11,0
2020/11/10,B,12,0
2020/11/10,B,13,1
2020/11/10,B,14,0
2020/11/10,B,15,4
2020/11/10,B,16,5
2020/11/10,B,17,8
2020/11/10,B,18,46
2020/11/10,B,19,87
2020/11/10,B,20,141
2020/11/10,B,21,157
2020/11/10,B,22,163
2020/11/10,B,23,174
2020/11/10,B,24,155
2020/11/10,B,25,84
2020/11/10,B,26,59
2020/11/10,B,27,59
2020/11/10,B,28,135
2020/11/10,B,29,199
2020/11/10,B,30,214
2020/11/10,B,31,231
2020/11/10,B,32,254
2020/11/10,B,33,255
2020/11/10,B,34,201
2020/11/10,B,35,135
2020/11/10,B,36,69
2020/11/10,B,37,26
2020/11/10,B,38,9
2020/11/10,B,39,1
2020/11/10,B,40,1
2020/11/10,B,41,1
2020/11/10,B,42,0
2020/11/10,B,43,0
2020/11/10,B,44,0
2020/11/10,B,45,0
2020/11/10,B,46,0
2020/11/10,B,47,0
2020/11/10,B,48,0
2020/11/11,A,1,0
2020/11/11,A,2,0
2020/11/11,A,3,0
2020/11/11,A,4,0
2020/11/11,A,5,0
2020/11/11,A,6,0
2020/11/11,A,7,0
2020/11/11,A,8,0
2020/11/11,A,9,0
2020/11/11,A,10,0
2020/11/11,A,11,0
2020/11/11,A,12,0
2020/11/11,A,13,0
2020/11/11,A,14,0
2020/11/11,A,15,0
2020/11/11,A,16,0
2020/11/11,A,17,0
2020/11/11,A,18,207
2020/11/11,A,19,983
2020/11/11,A,20,1242
2020/11/11,A,21,1333
2020/11/11,A,22,1383
2020/11/11,A,23,1271
2020/11/11,A,24,1091
2020/11/11,A,25,874
2020/11/11,A,26,837
2020/11/11,A,27,855
2020/11/11,A,28,951
2020/11/11,A,29,1119
2020/11/11,A,30,1298
2020/11/11,A,31,1296
2020/11/11,A,32,1325
2020/11/11,A,33,1230
2020/11/11,A,34,884
2020/11/11,A,35,338
2020/11/11,A,36,55
2020/11/11,A,37,0
2020/11/11,A,38,0
2020/11/11,A,39,0
2020/11/11,A,40,0
2020/11/11,A,41,0
2020/11/11,A,42,0
2020/11/11,A,43,0
2020/11/11,A,44,0
2020/11/11,A,45,0
2020/11/11,A,46,0
2020/11/11,A,47,0
2020/11/11,A,48,0
2020/11/11,B,1,0
2020/11/11,B,2,0
2020/11/11,B,3,0
2020/11/11,B,4,0
2020/11/11,B,5,0
2020/11/11,B,6,0
2020/11/11,B,7,0
2020/11/11,B,8,0
2020/11/11,B,9,0
2020/11/11,B,10,0
2020/11/11,B,11,0
2020/11/11,B,12,0
2020/11/11,B,13,0
2020/11/11,B,14,0
2020/11/11,B,15,2
2020/11/11,B,16,3
2020/11/11,B,17,6
2020/11/11,B,18,39
2020/11/11,B,19,79
2020/11/11,B,20,128
2020/11/11,B,21,140
2020/11/11,B,22,147
2020/11/11,B,23,160
2020/11/11,B,24,145
2020/11/11,B,25,83
2020/11/11,B,26,53
2020/11/11,B,27,53
2020/11/11,B,28,119
2020/11/11,B,29,185
2020/11/11,B,30,205
2020/11/11,B,31,216
2020/11/11,B,32,232
2020/11/11,B,33,232
2020/11/11,B,34,198
2020/11/11,B,35,121
2020/11/11,B,36,60
2020/11/11,B,37,23
2020/11/11,B,38,7
2020/11/11,B,39,1
2020/11/11,B,40,0
2020/11/11,B,41,0
2020/11/11,B,42,0
2020/11/11,B,43,0
2020/11/11,B,44,0
2020/11/11,B,45,0
2020/11/11,B,46,0
2020/11/11,B,47,0
2020/11/11,B,48,0
2020/11/12,A,1,0
2020/11/12,A,2,0
2020/11/12,A,3,0
2020/11/12,A,4,0
2020/11/12,A,5,0
2020/11/12,A,6,0
2020/11/12,A,7,0
2020/11/12,A,8,0
2020/11/12,A,9,0
2020/11/12,A,10,0
2020/11/12,A,11,0
2020/11/12,A,12,0
